Concurso,Data Sorteio,Bola1 sorteio 1,Bola2 sorteio 1,Bola3 sorteio 1,Bola4 Sorteio 1,Bola5 sorteio 1,Bola6 sorteio 1,Ganhadores 6 acertos  Sorteio 1,Cidade / UF,Rateio 6 acertos  Sorteio1,Ganhadores 5   acertos Sorteio1,Rateio 5 acertos Sorteio1,Ganhadores 4 acertos Sorteio1,Rateio 4 acertos Sorteio1,Ganhadores 3 acertos Sorteio1,Rateio 3 acertos Sorteio1,Bola1 sorteio 2,Bola2 sorteio 2,Bola3 sorteio 2,Bola4 Sorteio 2,Bola5 sorteio 2,Bola6 sorteio 2,Ganhadores 6 acertos Sorteio2,Rateio 6 acertos  Sorteio 2,Ganhadores 5 acertos Sorteio2,Rateio 5 acertos Sorteio 2,Ganhadores 4 acertos Sorteio2,Rateio 4 acertos Sorteio 2,Ganhadores 3 acertos Sorteio2,Rateio 3 acertos Sorteio 2, Acumulado 6 acertos sorteio 1,Arrecadacao Total,Estimativa Prêmio,Acumulado Sorteio Especial Dupla de Páscoa,Observação
497,17/10/2006,1,5,28,29,38,39,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",5,13,23,24,29,46,0,"R$0,00",40,"R$3.854,90",2793,"R$55,01",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","Mais um dia para concorrer ao premio acumulado de R$ 8,7 milhões da Dupla. O sorteio do conc. 498 previsto para 20/10 foi adiado para 21/10."
498,21/10/2006,1,5,14,24,39,46,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",15,16,20,36,39,49,0,"R$0,00",19,"R$8.632,62",1585,"R$103,10",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","ACUMULOU!!! Estimativa de prêmio (sena 1º sorteio) para o próximo concurso, a ser realizado em 24/10/2006: R$9.100.000,00."
499,24/10/2006,6,14,24,33,35,43,2,GO; PA,"R$4.544.120,67",0,"R$0,00",0,"R$0,00",0,"R$0,00",11,13,23,27,42,43,0,"R$0,00",35,"R$4.045,71",2185,"R$64,56",0,"R$0,00",Não,"R$0,00","R$0,00","R$0,00","Estim. prêmio (sena 1º sorteio) para o próx. concurso, a ser realizado em 27/10/2006: R$300.000,00. Acumulado do 2º para o 1º sorteio: R$212.399,81."
500,27/10/2006,12,13,14,20,27,44,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",19,33,37,41,43,49,0,"R$0,00",23,"R$3.534,72",1287,"R$62,93",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","ACUMULOU!!! Estimativa de prêmio (sena 1º sorteio) para o próximo concurso, a ser realizado em 31/10/2006: R$600.000,00."
501,31/10/2006,1,3,27,43,49,50,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",10,15,24,35,39,48,0,"R$0,00",24,"R$2.964,19",1038,"R$68,27",0,"R$0,00",Sim,"R$0,00","R$800.000,00","R$0,00","ACUMULOU!!! Estimativa de prêmio (Sena 1º Sorteio) para o próximo concurso, a ser realizado em 03/11/2006: R$800.000,00."
502,03/11/2006,6,13,17,27,31,34,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",1,18,23,31,39,41,0,"R$0,00",6,"R$12.068,82",646,"R$111,68",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","ACUMULOU!!! Estimativa de prêmio (sena 1 sorteio) para o próximo concurso, a ser realizado em 07/11/2006: R$1.000.000,00."
503,07/11/2006,17,24,25,29,40,44,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",3,9,17,19,21,38,0,"R$0,00",40,"R$1.984,65",1613,"R$49,03",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","ACUMULOU!!!Estimativa de prêmio (SENA 1º SORTEIO) para o próximo concurso a ser realizado em 10/11/2006: R$1.300.000,00."
504,10/11/2006,12,28,32,34,37,47,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",2,20,26,27,28,30,0,"R$0,00",11,"R$8.690,85",1052,"R$90,53",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","ACUMULOU!!! Estimativa de prêmio (SENA 1º SORTEIO) para o próximo concurso a ser realizado em 14/11/2006 R$1.600.000,00."
505,14/11/2006,10,13,24,30,33,45,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",2,9,15,21,24,37,1,"R$135.765,88",34,"R$2.662,08",1480,"R$60,93",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","ACUMULOU!!! Estimativa de prêmio (sena 1º sorteio) para o próximo concurso, a ser realizado em 17/11/2006: R$1.700.000,00. Ganhador do 2º sorteio: SP."
506,17/11/2006,9,10,15,21,23,45,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",12,24,30,31,35,48,0,"R$0,00",24,"R$3.734,04",1086,"R$82,21",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","ACUMULOU!!! Estimativa de prêmio (sena 1º sorteio) para o próximo concurso, a ser realizado em 21/11/2006: R$2.000.000,00."
507,21/11/2006,8,21,23,26,30,48,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",2,20,21,36,43,50,0,"R$0,00",13,"R$6.293,69",855,"R$95,33",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","ACUMULOU!!! Estimativa de prêmio (sena 1º sorteio) para o próximo concurso, a ser realizado em 24/11/2006: R$2.200.000,00."
508,24/11/2006,10,11,14,15,21,31,1,SP,"R$2.211.572,60",0,"R$0,00",0,"R$0,00",0,"R$0,00",1,4,12,24,41,48,0,"R$0,00",13,"R$7.671,26",1430,"R$69,48",0,"R$0,00",Não,"R$0,00","R$0,00","R$0,00","Estimativa de prêmio (SENA DO 1º SORTEIO) para o próximo concurso a ser realizado em 28/11/2006: R$250.000,00. Acumulado do 2º sorteio: R$149.589,48."
509,28/11/2006,3,6,25,31,46,48,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",1,24,27,30,33,47,0,"R$0,00",17,"R$3.770,69",845,"R$75,58",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","ACUMULOU!!! Estimativa de prêmio (Sena 1º Sorteio) para o próximo concurso, a ser realizado em 01/12/2006: R$450.000,00."
510,01/12/2006,12,18,27,31,38,39,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",21,24,28,39,41,47,0,"R$0,00",21,"R$3.710,07",950,"R$81,71",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","ACUMULOU!!! Estimativa de prêmio (Sena 1º Sorteio) para o próximo concurso, a ser realizado em 05/12/2006: R$700.000,00."
511,05/12/2006,4,10,18,22,23,34,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",10,22,27,30,36,49,0,"R$0,00",10,"R$6.934,01",817,"R$84,55",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","ACUMULOU!!! Estimativa de prêmio (sena 1º sorteio) para o próximo concurso, a ser realizado em 08/12/2006: R$900.000,00."
512,08/12/2006,4,29,38,42,46,47,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",17,27,31,33,36,48,0,"R$0,00",16,"R$5.090,15",1201,"R$67,56",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","ACUMULOU!!! Estimativa de prêmio (sena 1º sorteio) para o próximo concurso, a ser realizado em 12/12/2006: R$1.200.000,00."
513,12/12/2006,2,4,8,15,25,29,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",1,16,21,28,30,49,0,"R$0,00",11,"R$7.491,50",751,"R$109,32",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","ACUMULOU!!! Estimativa de prêmio (sena 1º sorteio) para o próximo concuso, a ser realizado em 15/12/2006: R$1.400.000,00."
514,15/12/2006,5,23,29,37,39,47,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",14,22,32,41,42,50,0,"R$0,00",10,"R$9.171,38",961,"R$95,08",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","ACUMULOU!!! Estimativa de prêmio (Sena 1º Sorteio) para o próximo concurso, a ser realizado em 19/12/2006: R$1.700.000,00."
515,19/12/2006,9,12,18,30,33,49,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",1,3,9,18,23,25,0,"R$0,00",50,"R$1.659,56",1989,"R$41,57",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","ACUMULOU!! Estimativa de prêmio (SENA 1º SORTEIO) para o próximo concurso a ser realizado em 22/12/2006: R$2.000.000,00."
516,22/12/2006,2,5,12,38,42,48,1,SP,"R$1.950.047,66",0,"R$0,00",0,"R$0,00",0,"R$0,00",2,13,17,18,20,48,0,"R$0,00",16,"R$6.282,36",1487,"R$67,35",0,"R$0,00",Não,"R$0,00","R$0,00","R$0,00","Estimativa de prêmio (sena 1º sorteio) próximo concurso, a ser realizado em 26/12/2006: R$250.000,00. Acum. do 2º para o 1º sorteio: R$150.776,50."
517,26/12/2006,2,7,10,27,34,49,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",2,6,34,39,45,50,0,"R$0,00",11,"R$4.822,02",698,"R$75,71",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","ACUMULOU!!! Estimativa de prêmio (sena 1º sorteio) para o próximo concurso, a ser realizado em 29/12/2006: R$400.000,00."
518,29/12/2006,4,7,9,11,37,48,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",24,25,34,36,38,49,0,"R$0,00",16,"R$4.711,70",860,"R$87,33",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","ACUMULOU!!! Estimativa de prêmio (SENA 1º SORTEIO) para o próximo concurso a ser realizado em 02/01/2007: R$650.000,00."
519,02/01/2007,2,3,12,24,25,49,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",8,17,30,35,46,49,0,"R$0,00",10,"R$5.080,04",562,"R$90,06",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","ACUMULOU!!! Estimativa de prêmio (sena - 1º sorteio) para o próximo concurso, a ser realizado em 05/01/2007: R$800.000,00."
520,05/01/2007,1,2,3,8,46,50,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",5,7,9,10,13,27,1,"R$117.578,55",62,"R$1.264,29",2579,"R$30,28",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","ACUMULOU!!! Estimativa de prêmio (SENA 1º SORTEIO) para o próximo concurso, a ser realizado em 09/01/2007: R$1.000.000,00. Ganhador do 2º sorteio: SP."
521,09/01/2007,5,13,24,30,39,41,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",3,8,14,16,20,43,0,"R$0,00",28,"R$2.914,36",1150,"R$70,70",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","ACUMULOU!!! Estimativa de prêmio (sena 1º sorteio) para o próximo concurso, a ser realizado em 12/01/2007: R$1.200.000,00."
522,12/01/2007,4,6,20,22,43,49,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",7,29,37,40,46,49,0,"R$0,00",22,"R$4.528,39",1043,"R$95,16",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","ACUMULOU!!! Estimativa de prêmio (sena 1º sorteio) para o próximo concurso, a ser realizado em 16/01/2007: R$1.500.000,00."
523,16/01/2007,4,5,18,19,31,32,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",7,10,20,21,25,33,0,"R$0,00",16,"R$5.588,40",1316,"R$67,70",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","ACUMULOU!!! Estimativa de prêmio (sena 1º sorteio) para o próximo concurso, a ser realizado em 19/01/2007: R$1.800.000,00."
524,19/01/2007,6,16,26,28,42,47,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",17,21,23,31,32,34,0,"R$0,00",23,"R$4.301,62",1066,"R$92,46",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","ACUMULOU!!! Estimativa de prêmio (sena 1º sorteio) para o próximo concurso, a ser realizado em 23/01/2007: R$2.100.000,00."
525,23/01/2007,5,6,19,20,25,27,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",1,3,7,18,21,40,0,"R$0,00",37,"R$2.448,65",1574,"R$57,35",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","ACUMULOU!!! Estimativa de prêmio (Sena 1º Sorteio) para o próximo concurso, a ser realizado em 26/01/2007: R$2.300.000,00."
526,26/01/2007,7,12,14,15,32,44,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",4,12,23,31,35,46,0,"R$0,00",30,"R$3.376,36",1379,"R$73,19",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","ACUMULOU!!! Estimativa de prêmio (Sena 1º Sorteio) para o próximo concurso, a ser realizado em 30/01/2007: R$2.700.000,00."
527,30/01/2007,6,7,13,18,23,37,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",5,12,23,25,28,29,0,"R$0,00",33,"R$3.082,22",1953,"R$51,89",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","ACUMULOU! Estimativa de prêmio (sena 1º sorteio) para o próximo concurso, a ser realizado em 02/02/2007: R$3.000.00,00."
528,02/02/2007,2,12,16,38,46,50,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",14,34,35,36,44,50,1,"R$184.892,94",21,"R$5.869,62",1368,"R$89,76",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","ACUMULOU!!! Estimativa de prêmio (Sena 1º Sorteio) para o próximo concurso, a ser realizado em 06/02/2007: R$3.200.000,00. Ganhador do 2º Sorteio: MS."
529,06/02/2007,19,25,32,35,42,44,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",14,24,27,30,47,49,0,"R$0,00",34,"R$3.273,55",1706,"R$65,00",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","ACUMULOU! Estimativa de prêmio (sena 1º sorteio) para o próximo concurso, a ser realizado em 09/02/2007: R$3.500.000,00."
530,09/02/2007,16,19,30,31,37,49,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",1,11,13,18,29,39,1,"R$190.774,45",27,"R$4.710,48",1745,"R$72,62",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","ACUMULOU! Estimativa de prêmio (sena 1º sorteio) para o próximo concurso, a ser realizado em 13/02/2007: R$3.700.000,00. Ganhador do 2º sorteio: ES."
531,13/02/2007,2,17,18,21,30,45,1,MG,"R$3.677.913,99",0,"R$0,00",0,"R$0,00",0,"R$0,00",3,9,12,26,39,46,0,"R$0,00",32,"R$3.599,02",1998,"R$57,43",0,"R$0,00",Não,"R$0,00","R$0,00","R$0,00","Estimativa prêmio (sena 1º sorteio) próximo concurso, a ser realizado em 16/02/2007: R$300.000,00. Acumulado do 2º para o 1º sorteio: R$172.753,05."
532,16/02/2007,5,10,18,26,28,43,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",2,6,9,30,37,46,0,"R$0,00",17,"R$4.656,96",1019,"R$77,40",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","ACUMULOU!!! Estimativa de prêmio (Sena 1º Sorteio) para o próximo concurso, a ser realizado em 23/02/2007: R$550.000,00."
533,23/02/2007,6,12,21,33,38,48,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",20,25,26,37,40,42,0,"R$0,00",5,"R$16.936,40",739,"R$114,16",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","ACUMULOU!! Estimativa de prêmio (SENA 1º Sorteio) para o próximo concurso a ser realizado em 27/02/2007: R$800.000,00."
534,27/02/2007,8,14,28,30,37,47,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",9,10,19,24,32,49,0,"R$0,00",23,"R$3.136,58",1183,"R$60,75",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","ACUMULOU!!! Estimativa de prêmio (Sena 1º Sorteio) para o próximo concurso, a ser realizado em 02/03/2007: R$1.000.000,00."
535,02/03/2007,3,7,11,18,20,45,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",4,17,20,29,46,47,0,"R$0,00",21,"R$4.154,87",1154,"R$75,33",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","ACUMULOU! Estimativa de prêmio (sena 1º sorteio) para o próximo concurso, a ser apurado em 06/03/2007: R$1.300.000,00."
536,06/03/2007,11,22,23,24,28,50,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",4,11,17,26,36,49,2,"R$61.531,56",29,"R$2.829,04",1177,"R$69,44",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","ACUMULOU!!! Estimativa prêmio (Sena 1º Sorteio) para o próximo concurso, a ser realizado em 09/03/2007: R$1.400.000,00. Ganhadores 2º Sorteio: RJ."
537,09/03/2007,12,22,29,30,44,46,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",13,17,23,38,44,48,0,"R$0,00",32,"R$3.267,44",2100,"R$49,61",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","ACUMULOU! Estimativa de prêmio (sena 1º sorteio) para o próximo concurso, a ser realizado 13/03/2007: R$1.700.000,00."
538,13/03/2007,1,5,29,36,46,48,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",1,3,9,16,24,25,0,"R$0,00",28,"R$3.659,89",1930,"R$52,90",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","ACUMULOU!!! Estimativa de prêmio (Sena 1º Sorteio) para o próximo concurso, a ser realizado em 16/03/2007: R$2.000.000,00."
539,16/03/2007,4,13,30,34,36,42,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",8,11,24,33,46,49,0,"R$0,00",39,"R$2.834,35",1934,"R$56,95",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","ACUMULOU!!! Estimativa de prêmio (Sena 1º Sorteio) para o próximo concurso, a ser realizado em 20/03/2007: R$2.400.000,00."
540,20/03/2007,2,28,31,37,38,49,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",2,4,5,15,38,44,0,"R$0,00",16,"R$6.279,17",1382,"R$72,43",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","ACUMULOU!!! Estimativa de prêmio (sena 1º sorteio) para o próximo concurso, a ser realizado em 23/03/2007: R$2.700.000,00."
541,23/03/2007,5,12,16,21,28,33,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",11,18,29,37,41,49,0,"R$0,00",23,"R$5.447,21",1580,"R$78,99",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","ACUMULOU!!! Estimativa de prêmio (SENA 1º sorteio) para o próximo concurso, a ser realizado em 27/03/2007: R$3.100.000,00."
542,27/03/2007,4,8,22,38,43,50,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",11,21,22,31,37,46,0,"R$0,00",17,"R$7.407,08",1369,"R$91,64",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","ACUMULOU!!! Estimativa de prêmio (Sena 1º Sorteio) para o próximo concurso, a ser realizado em 30/03/2007: R$3.500.000,00."
543,30/03/2007,11,21,25,35,37,38,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",12,13,17,23,32,35,1,"R$203.331,25",49,"R$2.766,41",2734,"R$49,40",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","ACUMULOU!!! Estimativa de prêmio (Sena 1º Sorteio) para o próximo concurso a ser realizado em 03/04/2007: R$3.700.000,00. Ganhador 2º Sorteio: SP."
544,03/04/2007,11,13,21,26,32,43,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",11,13,19,31,42,46,1,"R$181.299,89",39,"R$3.099,14",1952,"R$61,69",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","ACUMULOU!!! Estimativa de prêmio (Sena 1º Sorteio) para o próximo concurso, a ser realizado em 07/04/2007: R$3.900.000,00. Ganhador 2º Sorteio: RS."
545,07/04/2007,12,17,21,25,30,45,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",4,6,8,25,43,44,0,"R$0,00",19,"R$4.518,23",1360,"R$62,89",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","ACUMULOU!!! Estimativa de prêmio (Sena 1º Sorteio) para o próximo concurso a ser realizado em 10/04/2007: R$4.000.000,00."
546,10/04/2007,18,19,20,29,33,44,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",4,27,37,42,43,48,0,"R$0,00",34,"R$3.164,03",1605,"R$66,78",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","ACUMULOU!!! Estimativa de prêmio (Sena 1º Sorteio) para o próximo concurso a ser realizado em 13/04/2007: R$4.400.000,00."
547,13/04/2007,6,17,20,26,30,46,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",5,9,10,19,23,42,0,"R$0,00",37,"R$3.854,23",2799,"R$50,76",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","ACUMULOU!!! Estimativa de prêmio (SENA 1º SORTEIO)para o próximo concurso a ser realizado em 17/04/2007: R$4.900.000,00."
548,17/04/2007,10,17,29,47,49,50,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",2,11,17,18,40,47,0,"R$0,00",35,"R$4.345,16",1961,"R$77,26",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","ACUMULOU! Estimativa de prêmio (sena 1º sorteio) para o próximo concurso, a ser realizado em 20/04/2007: R$5.400.000,00."
549,20/04/2007,1,7,32,38,40,41,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",5,24,30,32,43,47,0,"R$0,00",47,"R$3.742,60",2437,"R$71,91",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","ACUMULOU!!! Estimativa de prêmio (SENA 1º SORTEIO) para o próximo concurso a ser realizado em 24/04/2007: R$6.000.000,00."
550,24/04/2007,7,9,29,34,39,50,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",6,31,32,42,43,47,0,"R$0,00",29,"R$4.580,46",1667,"R$79,39",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","ACUMULOU!!! Estimativa de prêmio (SENA 1º SORTEIO) para o próximo concurso a ser realizado em 27/04/2007: R$6.500.000,00."
551,27/04/2007,11,36,37,42,49,50,1,MG,"R$6.320.890,03",0,"R$0,00",0,"R$0,00",0,"R$0,00",9,13,14,16,25,50,0,"R$0,00",36,"R$5.045,00",2656,"R$68,13",0,"R$0,00",Não,"R$0,00","R$0,00","R$0,00","Estim. de prêmio (Sena 1º Sorteio) para o próx. concurso a ser realizado em 02/05/2007: R$400.000,00. Acumulado do 2º para o 1º Sorteio: R$272.429,92."
552,02/05/2007,15,25,26,38,42,49,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",20,25,28,38,45,49,0,"R$0,00",8,"R$6.507,90",494,"R$104,99",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","ACUMULOU!!! ESTIMATIVA DE PRÊMIO (6 ACERTOS NO 1º SORTEIO) PARA O PRÓXIMO CONCURSO A SER REALIZADO EM 04/05/2007: R$550.000,00."
553,04/05/2007,9,13,18,26,41,43,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",13,17,20,35,36,44,0,"R$0,00",20,"R$3.866,62",1270,"R$60,66",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","ACUMULOU!!! Estimativa de prêmio (6 ACERTOS NO 1º SORTEIO) para o próximo concurso a ser realizado em 08/05/2007: R$800.000,00."
554,08/05/2007,2,8,16,28,40,45,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",18,21,27,45,46,48,0,"R$0,00",7,"R$11.045,16",971,"R$79,33",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","ACUMULOU!!! Estimativa de prêmio (6 ACERTOS NO 1º SORTEIO) para o próximo concurso a ser realizado em 11/05/2007: R$1.100.000,00."
555,11/05/2007,1,8,20,28,46,50,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",10,12,32,39,41,42,0,"R$0,00",11,"R$8.560,09",1020,"R$91,96",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","ACUMULOU!!! Estimativa de prêmio (6 ACERTOS NO 1º SORTEIO) para o próximo concurso a ser realizado em 15/05/2007: R$1.300.000,00."
556,15/05/2007,6,7,16,34,44,45,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",15,24,25,39,40,50,0,"R$0,00",12,"R$7.183,68",822,"R$104,48",0,"R$0,00",Sim,"R$0,00","R$0,00","R$0,00","ACUMULOU!!! Estimativa de prêmio (Sena 1º Sorteio) para o próximo concurso, a ser realizado em 18/05/2007: R$1.600.000,00."
557,18/05/2007,10,12,20,36,39,45,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",7,29,35,43,46,49,0,"R$0,00",28,"R$3.542,09",1529,"R$64,63",0,"R$0,00",Sim,"R$0,00","R$2.000.000,00","R$0,00","ACUMULOU!!! Estimativa de prêmio (Sena 1º Sorteio) para o próximo concurso, a ser realizado em 22/05/2007: R$2.000.000,00."
558,22/05/2007,2,10,20,29,31,34,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",6,10,36,37,39,43,0,"R$0,00",15,"R$6.039,98",1027,"R$87,89",0,"R$0,00",Sim,"R$0,00","R$2.200.000,00","R$0,00",
559,25/05/2007,9,11,20,28,30,33,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",13,31,36,37,46,48,0,"R$0,00",24,"R$4.346,97",1370,"R$75,87",0,"R$0,00",Sim,"R$0,00","R$2.500.000,00","R$0,00",
560,29/05/2007,2,7,15,23,29,37,1,PA,"R$2.461.010,22",0,"R$0,00",0,"R$0,00",0,"R$0,00",3,7,11,12,19,38,0,"R$0,00",36,"R$2.685,81",2061,"R$46,74",0,"R$0,00",Não,"R$0,00","R$250.000,00","R$0,00",
561,01/06/2007,8,11,17,18,20,21,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",3,5,9,23,24,45,0,"R$0,00",59,"R$1.298,41",1684,"R$45,32",0,"R$0,00",Sim,"R$0,00","R$500.000,00","R$0,00",
562,05/06/2007,10,13,18,31,32,37,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",8,19,20,28,32,44,0,"R$0,00",13,"R$5.450,95",839,"R$84,14",0,"R$0,00",Sim,"R$0,00","R$700.000,00","R$0,00",
563,08/06/2007,4,22,34,39,40,47,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",8,28,32,33,35,36,0,"R$0,00",21,"R$3.427,09",1002,"R$71,55",0,"R$0,00",Sim,"R$0,00","R$1.000.000,00","R$0,00",
564,12/06/2007,2,25,36,41,45,47,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",6,14,16,23,27,41,0,"R$0,00",19,"R$4.152,71",1322,"R$59,47",0,"R$0,00",Sim,"R$0,00","R$1.200.000,00","R$0,00",
